id,freq_min,freq_max,freq_std,mfcc_power,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,min_zero_crossing_rate,result
1,315,1512,234.97489227574931,166.33457219520508,18.136822992388442,58.047418871507936,-0.84275352398080927,-0.076194868849833036,0.00439453125,1
1,315,2646,433.44488592646064,158.31426142621964,18.160854638060776,56.848652723586731,-0.41706076848878676,-0.043094098880576012,0.00439453125,1
1,315,3129,600.83689051877002,127.21286225942248,18.111746663413072,55.648389114889682,0.93076706845202695,0.20942026182341647,0.00341796875,1
1,315,3129,585.63273474081006,126.90423807966947,17.542859053017953,55.636976213058894,0.71814158851153787,0.36796479988291103,0.0048828125,1
1,315,3129,856.78891799555856,152.15693919794737,17.009239610288187,58.017198162895568,0.19553141618222622,0.15220152898717915,0.00341796875,1
1,315,1470,268.9521332876912,140.7092385361307,19.701511051122914,54.396324358458934,-0.2521724523888757,-0.32578397163161765,0.0048828125,1
1,315,2877,586.68538163501353,170.44965794831802,19.333858069644723,56.020761452968102,1.4191627720475537,0.26209988856305805,0.00341796875,1
1,336,2793,610.87393531214764,129.07025817788758,16.836812948033735,53.976412405112711,0.10739401198297596,0.098896679578107688,0.0048828125,1
1,315,2877,728.58726047185564,152.64453926710456,19.720301878465847,57.790684731012789,0.20561370870310483,0.10754022236391218,0.00341796875,1
1,315,1953,535.4262914813462,113.09716191807237,16.608673230713251,53.36265636557706,0.79864733501298535,0.084083448164099767,0.00537109375,1
1,336,1596,330.5897760064579,92.507489092311005,18.059109609827466,54.35327382215489,0.25068659534281879,0.17198184213859485,0.0078125,1
1,315,2793,802.01702473106991,127.7931301088481,17.527782820574199,55.350306306036103,-0.69008097243123778,0.11573494418648203,0.0048828125,1
1,336,3108,923.54233594404946,122.50664935592536,15.348174962170297,54.127676453255759,-0.65450884773254214,-0.056732492226312957,0.0078125,1
1,315,1596,303.07979147412652,138.57210666252971,21.063261765059384,56.083114111790572,-0.16277314466083101,-0.16911803913092999,0.00390625,1
1,399,1701,307.99875709976493,139.73184703332043,18.088350934849736,56.633736165282777,-0.083595373082786473,-0.14210658696269196,0.00439453125,1
1,336,2877,803.60266767849885,142.76422526184049,19.175634525965215,57.807843499292048,0.60015445854831928,0.085959338979688216,0.00732421875,1
1,336,1050,178.49862744570333,141.80451297770031,19.972931713920278,57.571294801464553,0.46538604255530325,0.13503636667219307,0.00732421875,1
1,357,1596,286.5681163677487,134.45593267546502,19.581784239122317,59.710751312351967,0.59553734415227011,-0.16178048590425484,0.00439453125,1
1,315,1974,364.73560286870816,129.95762775972293,16.813627734293981,56.316592582943009,0.21342047738404876,0.0004375765862575931,0.00634765625,1
1,315,1869,385.070590119526,129.35797573559927,18.745920956077459,56.893960166921275,-0.0064729130349113683,0.13351840649377891,0.005859375,1
1,315,2562,647.51359783019234,121.11343103076177,17.447495905315122,57.11223722778314,0.15951181695371772,0.13451472327827416,0.00732421875,1
1,378,3150,687.79884130009259,120.01768760974696,16.963252369307206,56.866011462422101,-0.86746335408197872,-0.26918794801134199,0.00830078125,1
1,315,1764,310.157845119044,141.67481699629178,19.27569639817348,57.572428723243092,0.098219383107448058,-0.053986702307580708,0.00390625,1
1,357,2835,607.39875699576464,113.47987901922795,17.309646442708409,59.733528642686629,1.2277642599636744,-0.086516727716696065,0.0068359375,1
1,378,1302,196.45355685250394,117.99513560832804,18.744118098021261,59.424117451945868,-0.37664847987943878,0.092495470730232288,0.0048828125,1
1,315,1071,189.84789233020791,144.49540632288071,20.325589829891669,59.090345339479576,0.29677791749196902,-0.16365228946785934,0.00390625,1
1,357,840,134.84939515993389,134.82684704388564,18.673525585802139,57.084056211877119,0.94373153528487819,-0.36672213553351285,0.005859375,1
1,315,1848,352.18835869460531,135.10561593754417,17.368854547297271,60.749143681936879,0.83018673708953339,0.033844264376319301,0.009765625,1
1,315,3171,806.82823795127274,115.7272543625734,16.155038233468051,56.954102367606282,0.014469459094791434,-0.15022585960288481,0.00537109375,1
1,315,1470,258.29936504658906,148.96640080272425,19.312060613711296,57.586689576794221,0.10855819177624483,0.099810790228734542,0.00341796875,1
1,336,2814,529.65981870036762,129.80277758620309,18.041346165999752,58.123250269804295,0.52442060745524921,-0.092069346509044261,0.00732421875,1
1,378,3171,679.79290044836455,154.90211423098461,19.092589800305809,57.078300283492659,0.25986523295418756,0.0046839393176123694,0.00390625,1
1,357,1134,184.52438863196377,144.44860439311674,19.61097228223759,58.527967142739236,0.38219558001568593,0.097669734846153378,0.00634765625,1
1,315,3087,808.59006232385082,110.23073639709506,15.831781386499419,55.56199615046507,-0.48071037748854617,-0.25932794068160808,0.0087890625,1
1,315,2877,628.26922749902553,120.5425588803987,17.082565381738178,56.275162964618076,0.36529510344563454,0.11913706593963679,0.00634765625,1
1,399,1239,222.84750391242886,124.56343668543779,16.815816087573339,58.613645127370901,0.12619782310521513,-0.19088961877054686,0.0078125,1
1,336,1722,370.40299697125727,139.8372174467606,20.920628709408525,59.228189414746502,-0.65892269838904316,-0.011620156898464417,0.00390625,1
1,378,609,68.248331193838013,184.45638335895563,23.888863467051717,55.091385644627671,-0.49811796665314373,0.043062174238267109,0.00439453125,1
1,315,1827,328.47830978620186,131.00904922814806,18.950029480741392,59.892179458596466,0.042906694037308707,0.031073823375893428,0.00732421875,1
1,315,2772,611.64143908011988,127.12914300107282,18.014004490101474,55.586573167261868,-1.1877672263477526,0.044074828012971815,0.0078125,1
1,378,2793,795.88227468370565,139.57907469127483,17.609215355098918,56.474691952724271,-1.1619227126544938,0.053518747633869379,0.0078125,1
1,315,1974,364.06242253218062,138.10913973571184,17.373239683899136,57.718009064052481,0.48958731586182636,0.14341737288318351,0.00634765625,1
1,336,840,151.1103540474511,153.54647301894525,21.156077501109102,58.923252667209582,0.19576405407502298,0.015202078135031298,0.00537109375,1
1,378,3150,625.32571512772449,143.00449363549947,19.384157486131208,58.532396738094185,0.31453883288031087,0.031137833134573731,0.0068359375,1
1,336,1827,321.81943306767539,143.87885983903303,19.251670408099677,58.530687200858821,0.15588184968342775,-0.11693409928601906,0.0087890625,1
1,315,1365,229.52517412161035,141.01842960785291,18.825206870026953,57.866278613637029,-0.2677341546187248,-0.084373213724754814,0.0087890625,1
1,399,2877,635.21442049122277,136.71199463896014,17.95347171757728,60.50726461123007,0.81310269941602253,0.27545497805107283,0.00634765625,1
1,315,1848,446.62986283386829,157.7974515412169,19.533407390316118,57.113481611030885,0.13408723047180165,0.22077476311737762,0.00439453125,1
1,315,2793,823.59348854577524,159.45600438835703,19.492778984130879,56.571548150800858,-0.18334100089240526,0.044499942378904006,0.0048828125,1
1,357,2835,554.95698031469067,151.39991328569465,19.547777199601441,59.734940412228653,0.75369170961299414,0.18369075249616948,0.00732421875,1
1,315,3150,797.94749827291264,108.74015461303739,17.085990057417398,52.445460031053855,0.061961073164853726,0.034140113042968601,0.00341796875,1
1,315,1764,412.72505656712809,159.49320284513939,19.042178652660962,61.789851939113973,-0.60254224938178069,0.14667786513172909,0.00732421875,1
1,315,3087,813.46204582635573,124.95349517620247,15.599465015394779,58.996178396672107,0.14606235705818144,-0.37287863452927267,0.00927734375,1
1,336,2583,611.14483301457699,142.78656904766248,18.312553035246182,56.05725179120612,0.74160602121788155,-0.19834014760913135,0.00732421875,1
1,357,3192,792.09793516262175,159.03812652518974,17.547236363203652,58.215314062125721,-1.4622882435172839,0.0085990069340856623,0.00732421875,1
1,315,1029,165.8534744887788,175.05881866545229,22.612620168248775,54.927101959420717,0.30587667382329187,0.052998883852926733,0.00341796875,1
1,357,3087,720.09562974394692,141.03762790523604,18.618164907231961,61.405196417419958,0.62257508675282969,0.16973250401435752,0.005859375,1
1,315,3150,732.7552388076117,129.46253543161734,18.03226299242364,56.611039938984455,0.25988338060329619,-0.069518985475625281,0.00390625,1
1,315,3108,703.82920520145933,148.87762243087727,19.408119938669241,57.167047550335987,0.26906289167344905,0.09170207240082881,0.0048828125,1
1,315,819,160.41878786476352,129.54871713301188,21.065966152129977,57.402754050279093,0.75702648090552005,0.59936775164917044,0.00341796875,1
1,399,1722,320.31185365788446,126.04567521209037,17.567398189165459,57.546766583765319,0.18346040927648613,0.09280692505927722,0.00830078125,1
1,462,2835,717.76083063928752,128.31326088537708,16.532527363595214,57.550753377208636,0.98627959658715159,-0.056317906881542854,0.009765625,1
1,315,2877,699.27337286643478,147.11180093077314,18.504217057417467,59.514876325813219,0.0087210228820315712,0.10498450879806202,0.00341796875,1
1,378,1491,351.90668152224674,128.04120352604076,18.463611870878339,57.204252737632885,0.52176286270643402,-0.094740481905980306,0.0068359375,1
1,315,1806,390.6110597512569,163.35824445797445,20.806348407230569,55.474629294847873,0.65521891297173318,0.17080766073198531,0.00634765625,1
1,315,987,206.45504012677918,139.39956698034254,18.393009607593282,58.156098486937282,-0.0062059673871926787,0.035197028563017832,0.00830078125,1
1,315,2814,589.67095909498539,131.71881300667485,18.172773350190642,56.995126925380468,-0.38044842040087001,-0.17469177990502535,0.00390625,1
1,315,3192,695.77879493980652,144.78363477188569,18.339891503882633,55.104998286406484,-0.46236099937683117,-0.44647122606785161,0.00439453125,1
1,315,3108,888.01205413216314,143.43835178918422,19.374359848360964,58.455057250134772,0.30053089617094531,-0.010400449513318165,0.00732421875,1
1,315,2268,578.53190286254551,146.62297179727727,17.714452723116249,53.951121903686229,0.14248965308990916,0.2135885401075798,0.00439453125,1
1,315,3108,675.34158023921498,159.4778478779711,21.221561617620512,59.205487148677925,-0.2613232446964957,-0.059771410259690939,0.00732421875,1
1,315,3045,617.0288125813538,178.56148802852056,20.316754054362203,57.754636472888834,0.73046169165635788,0.14512634082975839,0.00439453125,1
1,315,2877,830.37409641678971,149.23301906455958,17.171096349160511,57.444920426956983,-0.159003953172181,-0.12941654513575568,0.00390625,1
1,378,2121,583.72409791373809,114.09216630884909,17.685276578060428,55.431937933326239,-0.35652276493862994,0.0092993225148280088,0.00732421875,1
1,315,2499,630.70893445392062,141.3716258128778,19.291105976037105,56.830695180427931,0.17973204103029616,0.29593847297725873,0.005859375,1
1,315,1197,260.82867940470044,126.31731132819301,17.086423215496595,53.808492899633599,1.2380865843070135,0.0054981201336656111,0.0068359375,1
1,378,3108,686.86650074359432,161.6305596606683,18.523194850268247,59.067433405355331,-0.30543498357506943,-0.04191719624166268,0.00390625,1
1,315,1764,388.4894459142705,128.55320393889318,16.396794933674933,57.363879774474931,1.1834271364982623,0.3053078172709236,0.00634765625,1
1,399,903,148.30898676599324,128.25044901416447,18.766516579194899,52.005193782382406,0.57253628815714341,0.044049453030694172,0.00390625,1
1,315,2037,491.49217242551839,155.61515332512553,19.958363982888301,58.603036080523488,0.90828910457652279,0.17130057169994342,0.00634765625,1
1,315,2058,448.97884137228561,92.218451825034649,17.750754623219212,55.620944668830759,0.21024725186588711,-0.028666355019674811,0.005859375,1
1,399,2688,648.70930315511896,122.90957625035357,16.141691563267003,55.750043450333855,0.44759041786350401,0.086499966068247516,0.005859375,1
1,315,2583,781.89721191471199,110.95828548990531,15.75175040224474,55.411109679970949,0.048870007423205714,0.41319798883969289,0.00927734375,1
1,357,1827,350.76915485829136,153.41351853829093,20.7852676334644,58.73255737286437,-0.12705163276201686,0.090852341017236063,0.00439453125,1
1,315,2835,632.8791353805243,131.37746779677065,18.407051545510591,55.546786101568067,-0.19335566420555056,0.11536404773530202,0.0087890625,1
1,315,2877,613.48476391476549,154.4646241673224,18.55655179112879,58.829044767852302,0.073862639768270844,-0.11319407525148173,0.00732421875,1
1,315,2919,650.41625794082825,171.93522897493881,18.768253632887536,55.182436027478886,-0.33517400785296181,0.29720831824197902,0.0029296875,1
1,315,1932,451.07926132776265,133.66386245093972,19.720467735522444,55.950875747898259,0.60486476945017953,0.00086294204548149434,0.00537109375,1
1,315,2772,582.68598747524379,149.53282139853769,21.745158285062764,57.104720948687174,-0.023772979023182227,0.30030903277736787,0.00341796875,1
1,315,861,158.15972938773004,170.50762693161286,22.092106196668322,58.883344832641633,-0.021298661743368811,0.023117064402745035,0.00634765625,1
1,336,3045,636.11717670567577,127.66207440319111,18.096812644513921,58.206394192014919,-0.37623155971627226,-0.075696911660445149,0.00732421875,1
1,315,2646,581.08110449402841,190.11569522016666,21.624941290403935,54.828054140057773,-0.54809814852464245,-0.05483758477502234,0.005859375,1
1,315,3087,868.32284318679524,112.84778350635975,17.684038131560957,57.239898287250405,-1.097887140210051,-0.25429870582601022,0.0068359375,1
1,315,2835,665.26002390665565,136.17634481265844,19.358492864308502,55.435471601538474,0.5748966871877681,-0.018938579145658295,0.005859375,1
1,315,2919,571.91066221531094,191.9718899988934,20.070993370610783,53.397647510301084,-1.1033388710761274,0.032071710299657656,0.00390625,1
1,378,2667,650.83062312709285,137.69970694680393,19.292566953948864,59.872197825036032,-0.033831285583941197,0.067180390884048619,0.0068359375,1
1,399,1680,335.93786407713861,124.44934099023304,17.486216962554355,56.079661826864466,-0.14903376324938802,0.009033809684375383,0.00634765625,1
1,315,2121,436.8717889724627,146.34012143397698,21.050786591125433,54.118598850204855,0.066307437824595222,-0.059824775921193757,0.00341796875,1
1,336,861,170.71158801028045,157.32269855379022,22.451126742138328,56.857529412131974,-0.1988163398625403,0.23757223323821366,0.0068359375,1
1,315,2688,725.10439158663564,130.24120025923256,19.882643812831045,54.145805787551026,0.056692882935860597,-0.049218035906108806,0.0068359375,1
1,336,2163,526.95449518910073,125.90467075061369,18.771245176783818,56.015853327812692,-0.49868737875821273,-0.094428569185279226,0.01025390625,1
1,336,2205,485.23621824839086,159.80810450925748,21.443691090784593,54.53446005029582,0.46828161941336399,-0.13952454993275742,0.005859375,1
1,315,3150,981.54478247301586,124.10292566129438,17.377928983015813,53.868399641896758,-0.49330979102389005,-0.18977364700359661,0.00634765625,1
1,315,1890,364.47666421092759,148.78956701519968,19.686800120288233,58.414443960813365,0.47764598162083721,-0.11006762147170414,0.0048828125,1
1,315,3171,888.82250196538109,174.0437482661217,20.11327902282882,54.545710085676731,0.079037969928289972,-0.15501802755817121,0.005859375,1
1,315,3150,1011.8132219405665,148.85947640092934,17.90643325575212,54.823620026692893,-0.52855821162841821,0.0046701545190693042,0.0087890625,1
1,336,567,67.636085043414511,179.67475374558919,23.812032229325684,58.159136788747603,1.2404532211720523,-0.26861434431666059,0.00537109375,1
1,420,1533,360.21265908253918,193.61322197316971,20.507797848129222,57.556769139951747,0.032623720889548215,0.055926008979102312,0.00732421875,1
1,315,1848,423.88800407654855,156.11208295240559,21.2097321871391,57.815904595847392,0.45289654359431186,-0.22769260757129736,0.0048828125,1
1,357,1974,541.88132565511978,130.3132973550554,18.226810629145056,52.811121880427599,-0.58832402687625129,-0.1391829794593632,0.005859375,1
1,315,1092,238.74925570688535,152.53144810746264,18.664802799940382,57.306805199121342,0.23424873394355325,-0.044511560644959119,0.00830078125,1
1,315,2037,504.07765673918601,123.39539149593286,20.167912260890539,56.859577280747381,-0.1050931077977761,0.14063244057742372,0.005859375,1
1,336,798,143.28642643321103,147.80990529158098,21.95858175289024,59.841444120350893,-0.062410379777539979,0.076314092986125917,0.005859375,1
1,315,2898,655.50991601958242,144.81082035897606,19.738991509176131,55.149726398892277,0.59098860579038281,0.038709536191165433,0.0068359375,1
1,315,2835,859.39932511027723,108.29996508193624,13.863917525298222,56.154764264199919,-0.044150541999892497,0.15676723554286762,0.00732421875,1
1,336,2625,539.08908354742266,143.82418750539426,19.762672620240316,57.526734951765668,-0.17996710951221112,0.22845032558995332,0.0048828125,1
1,399,609,58.083130080945189,156.83719915640901,20.975506015765216,57.199037880373012,-0.30191500128311205,-0.046772783720842898,0.005859375,1
1,315,2772,784.20022953324872,120.28031070139562,15.737127053453236,57.444578284996894,0.22374244627352771,-0.089119484092126125,0.00390625,1
1,315,3192,632.1802274668197,165.82608729524071,18.95394911437041,59.097856908154071,-0.28816885393884489,-0.36985487753176721,0.00439453125,1
1,420,2583,739.29916136838676,166.54770308871051,17.798214566331474,56.234863618489655,1.0808549124573699,0.20533919376460089,0.0087890625,1
1,315,2205,471.34064115032561,175.41700557991211,19.512513209774379,56.090280161983387,-0.35816827890513553,-0.20535481367963793,0.0029296875,1
1,336,1155,217.1399548678225,129.86727837551385,20.377055743676056,56.572529089773148,0.59237438979625168,-0.042142174030816534,0.0087890625,1
1,315,924,157.14412920548449,150.72887168084125,21.597938205036659,60.115898043525391,-0.41859434838429521,-0.19502535665878526,0.0068359375,1
1,336,2100,536.24516347120596,184.83940431667034,19.399990489553769,53.805655660792503,-0.080870822474747237,0.0082093369332745039,0.00634765625,1
1,336,1911,363.60671060914154,150.7729135059628,19.578465049544956,57.469242354232492,-0.84862119927196999,-0.096822270865859636,0.00390625,1
